Output data for Rhombohedral II structure, Space-Group Number between 143 and 148: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C15(GPa)       C33(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
800.0000       6.7409         0.0000         5.1401         409.0434       144.3996       78.8671        -16.3311       16.9565        326.7414       85.3646        194.3439       188.8959       191.6199       116.7898       105.3586       111.0742       291.8981       266.5236       279.2634       0.2571         0.5797         13.6198        0.0515         0.5713         8.1297         6.1057         257.4266       
800.0000       6.7072         1.0000         5.1659         415.6134       147.8254       83.1080        -16.0856       17.6713        332.9662       87.8430        199.1418       193.7614       196.4516       118.5928       107.5171       113.0549       296.8514       272.2033       284.5752       0.2586         0.5755         13.6511        0.0490         0.5428         8.1981         6.1667         259.5398       
800.0000       6.6735         2.0000         5.1920         422.1271       151.2503       87.3334        -15.8394       18.3738        339.1164       90.2859        203.9117       198.5948       201.2532       120.3656       109.6176       114.9916       301.7285       277.7499       289.7830       0.2600         0.5714         13.6771        0.0467         0.5170         8.2639         6.2259         261.5789       
800.0000       6.6399         3.0000         5.2183         428.5857       154.6742       91.5435        -15.5924       19.0642        345.1929       92.6937        208.6541       203.3967       206.0254       122.1088       111.6625       116.8857       306.5305       283.1688       294.8898       0.2614         0.5673         13.6980        0.0447         0.4936         8.3275         6.2834         263.5475       
800.0000       6.6064         4.0000         5.2447         434.9901       158.0976       95.7386        -15.3447       19.7426        351.1964       95.0669        213.3695       208.1677       210.7686       123.8228       113.6544       118.7386       311.2584       288.4650       299.8988       0.2629         0.5634         13.7142        0.0428         0.4723         8.3889         6.3393         265.4488       
800.0000       6.5729         5.0000         5.2714         441.3411       161.5204       99.9188        -15.0962       20.4092        357.1276       97.4057        218.0584       212.9083       215.4834       125.5078       115.5954       120.5516       315.9133       293.6432       304.8126       0.2642         0.5594         13.7261        0.0411         0.4529         8.4480         6.3936         267.2859       
800.0000       6.5427         6.0000         5.2957         447.6430       164.9437       104.0858       -14.8468       21.0648        362.9900       99.7119        222.7230       217.6209       220.1719       127.1654       117.4887       122.3271       320.4991       298.7105       309.6367       0.2656         0.5556         13.7340        0.0396         0.4353         8.5073         6.4479         269.0848       
800.0000       6.5126         7.0000         5.3202         453.8931       168.3668       108.2383       -14.5967       21.7089        368.7814       101.9845       227.3616       222.3040       224.8328       128.7947       119.3349       124.0648       325.0134       303.6675       314.3703       0.2670         0.5518         13.7381        0.0381         0.4191         8.5646         6.5008         270.8249       
800.0000       6.4826         8.0000         5.3449         460.0920       171.7899       112.3765       -14.3458       22.3415        374.5024       104.2236       231.9747       226.9580       229.4664       130.3959       121.1356       125.7657       329.4570       308.5177       319.0153       0.2683         0.5481         13.7387        0.0368         0.4043         8.6201         6.5522         272.5087       
800.0000       6.4526         9.0000         5.3697         466.2405       175.2129       116.5007       -14.0941       22.9627        380.1534       106.4295       236.5626       231.5834       234.0730       131.9692       122.8922       127.4307       333.8306       313.2643       323.5737       0.2696         0.5444         13.7358        0.0356         0.3908         8.6737         6.6024         274.1381       
800.0000       6.4226         10.0000        5.3948         472.3392       178.6360       120.6110       -13.8416       23.5728        385.7350       108.6025       241.1255       236.1804       238.6530       133.5150       124.6063       129.0607       338.1349       317.9103       328.0474       0.2709         0.5408         13.7296        0.0345         0.3784         8.7256         6.6512         275.7154       
