Output data for Rhombohedral I structure, Space-Group Number between 149 and 167: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C33(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
600.0000       8.0576         10.0000        4.2025         534.8471       183.2003       149.1286       21.8314        533.9441       167.3515       285.1726       284.9440       285.0583       176.9173       175.0303       175.9738       439.8027       435.8490       437.8274       0.2440         0.6173         20.4163        0.0054         0.0547         11.1203        8.2359         337.1365       
600.0000       8.0045         12.0000        4.2304         545.3374       189.2243       155.8577       22.3113        543.1189       171.2253       292.8526       292.6175       292.7350       179.6250       177.8216       178.7233       447.4018       443.6060       445.5052       0.2464         0.6105         20.3256        0.0050         0.0515         11.2040        8.3186         339.4784       
600.0000       7.9517         14.0000        4.2584         555.7418       195.2477       162.5751       22.7831        552.2379       175.0427       300.5019       300.2606       300.3813       182.2881       180.5537       181.4209       454.8847       451.2183       453.0527       0.2486         0.6040         20.2353        0.0048         0.0488         11.2846        8.3987         341.7443       
600.0000       7.9014         16.0000        4.2856         566.0617       201.2709       169.2813       23.2471        561.3025       178.8046       308.1214       307.8740       307.9977       184.9071       183.2283       184.0677       462.2534       458.6899       460.4728       0.2508         0.5976         20.1454        0.0046         0.0466         11.3638        8.4775         343.9526       
600.0000       7.8551         18.0000        4.3108         576.2982       207.2940       175.9767       23.7031        570.3136       182.5114       315.7117       315.4583       315.5850       187.4825       185.8469       186.6647       469.5095       466.0240       467.7678       0.2530         0.5915         20.0557        0.0044         0.0448         11.4430        8.5561         346.1181       
600.0000       7.8081         20.0000        4.3368         586.4495       213.3166       182.6605       24.1515        579.2695       186.1623       323.2715       323.0124       323.1420       190.0136       188.4096       189.2116       476.6515       473.2207       474.9371       0.2550         0.5855         19.9659        0.0042         0.0434         11.5189        8.6320         348.2086       
600.0000       7.7564         22.0000        4.3657         596.5141       219.3380       189.3321       24.5924        588.1688       189.7566       330.8002       330.5355       330.6678       192.4999       190.9167       191.7083       483.6786       480.2804       481.9804       0.2571         0.5798         19.8758        0.0041         0.0423         11.5885        8.7030         350.1945       
600.0000       7.7047         24.0000        4.3950         606.4945       225.3590       195.9923       25.0257        597.0138       193.2955       338.2989       338.0289       338.1639       194.9424       193.3700       194.1562       490.5934       487.2073       488.9012       0.2590         0.5741         19.7854        0.0040         0.0415         11.6552        8.7717         352.1124       
600.0000       7.6576         26.0000        4.4220         616.3931       231.3803       202.6421       25.4515        605.8065       196.7804       345.7691       345.4939       345.6315       197.3420       195.7711       196.5565       497.3987       494.0053       495.7029       0.2610         0.5687         19.6946        0.0040         0.0409         11.7230        8.8409         354.0022       
600.0000       7.6125         28.0000        4.4482         626.2090       237.4015       209.2810       25.8698        614.5459       200.2107       353.2101       352.9300       353.0700       199.6984       198.1203       198.9094       504.0935       500.6749       502.3850       0.2628         0.5634         19.6033        0.0040         0.0406         11.7896        8.9091         355.8435       
